"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051783","GO:0051783","regulation of nuclear division","25/329","172/17913",1.11959199892156e-15,2.89465422266629e-13,2.57345452766468e-13,"CENPF/AURKA/CDC20/DLGAP5/CDCA5/TTK/AURKB/NEK2/UBE2C/CDT1/KIF11/ANLN/PKMYT1/KNTC1/CHMP4B/CCNB1/CDC25C/CHEK1/TACC3/MKI67/XRCC3/NDC80/PLK1/CENPE/MAD2L1",25
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","21/329","116/17913",2.45774933214152e-15,5.8248659171754e-13,5.17852096123152e-13,"SAPCD2/CDC20/STIL/TPX2/PRC1/TTK/AURKB/KIF4A/KIF11/KIFC1/CHMP4B/CCNB1/WDR62/POC1A/TACC3/CENPA/NDC80/PLK1/CENPE/RACGAP1/MAD2L1",21
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","17/329","70/17913",6.65930177596479e-15,1.45685032698799e-12,1.29519375432125e-12,"CENPF/CDC20/DLGAP5/CDCA5/TTK/AURKB/CDT1/RMI2/CCNB1/BUB1/FEN1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",17
"GO:0033044","GO:0033044","regulation of chromosome organization","31/329","311/17913",1.82774304096619e-14,3.71292943464846e-12,3.3009314168427e-12,"TOP2A/CENPF/PARP1/MCM2/CDC20/DLGAP5/CDCA5/TTK/AURKB/NEK2/CDT1/RMI2/CCNB1/BUB1/NABP2/FEN1/CHEK1/PYGO2/DKC1/TACC3/MKI67/XRCC3/SETDB1/CCT3/NDC80/MORC2/PLK1/SETD1A/CENPE/NAT10/MAD2L1",31
"GO:0007051","GO:0007051","spindle organization","22/329","147/17913",3.27096620742565e-14,6.20175192927904e-12,5.51358654753433e-12,"AURKA/ASPM/CDC20/STIL/TPX2/PRC1/TTK/AURKB/NEK2/KIF4A/KIF11/KIFC1/CHMP4B/CCNB1/WDR62/POC1A/AUNIP/TACC3/NDC80/PLK1/CENPE/RACGAP1",22
"GO:0007052","GO:0007052","mitotic spindle organization","18/329","95/17913",1.09936557698454e-13,1.95412231309002e-11,1.73728691836636e-11,"CDC20/STIL/TPX2/PRC1/TTK/AURKB/KIF4A/KIF11/KIFC1/CHMP4B/CCNB1/WDR62/POC1A/TACC3/NDC80/PLK1/CENPE/RACGAP1",18
"GO:0000075","GO:0000075","cell cycle checkpoint","24/329","197/17913",2.33188658666762e-13,3.90110908969572e-11,3.4682300812233e-11,"CENPF/AURKA/CNOT11/CDC20/TTK/AURKB/CDT1/KNTC1/CDC45/CCNB1/ZWINT/BUB1/NABP2/CDC25C/CHEK1/BLM/XRCC3/NDC80/PLK1/DNA2/DONSON/TICRR/MAD2L1/GTSE1",24
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint","21/329","147/17913",3.2568156173677e-13,5.14576867544096e-11,4.57477842860655e-11,"CENPF/AURKA/CNOT11/CDC20/TTK/AURKB/CDT1/KNTC1/CCNB1/ZWINT/BUB1/NABP2/CDC25C/BLM/XRCC3/NDC80/PLK1/DONSON/TICRR/MAD2L1/GTSE1",21
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","13/329","47/17913",1.71499741562572e-12,2.43872632501977e-10,2.16811778543841e-10,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","13/329","47/17913",1.71499741562572e-12,2.43872632501977e-10,2.16811778543841e-10,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:0071103","GO:0071103","DNA conformation change","27/329","279/17913",1.9374142407888e-12,2.62381242895398e-10,2.33266616860887e-10,"RECQL4/TOP2A/HMGB3/PARP1/HJURP/MCM2/CDCA5/MCM4/SRPK1/NCAPG/CDC45/CHAF1B/IPO4/GINS2/ASF1B/CCNB1/CENPM/CENPL/MCM6/HELLS/BLM/RAD54L/CENPX/CENPA/DNA2/OIP5/NCAPD3",27
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","13/329","49/17913",3.09736243133655e-12,3.82995598031354e-10,3.40497233870499e-10,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:0051306","GO:0051306","mitotic sister chromatid separation","13/329","49/17913",3.09736243133655e-12,3.82995598031354e-10,3.40497233870499e-10,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:1905818","GO:1905818","regulation of chromosome separation","13/329","52/17913",7.12820992752583e-12,8.44692876411811e-10,7.50963168680572e-10,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","12/329","44/17913",1.50312075662084e-11,1.70995017273187e-09,1.52020886627506e-09,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/CENPE/MAD2L1",12
"GO:0051304","GO:0051304","chromosome separation","14/329","68/17913",1.90271650621555e-11,2.08127913218347e-09,1.85033402750193e-09,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/CENPX/XRCC3/NDC80/PLK1/CENPE/MAD2L1",14
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","33/329","460/17913",2.49870344437692e-11,2.57037795759768e-09,2.28516094979259e-09,"SAPCD2/PCLAF/CCNF/AURKA/ASPM/CDC20/STIL/TPX2/PRC1/TTK/AURKB/NEK2/KIF20A/KIF4A/KIF11/KIF2C/KIFC1/CHMP4B/CCNB1/WDR62/POC1A/SPIRE2/CHEK1/AUNIP/TACC3/CENPA/XRCC3/NDC80/PLK1/PLK4/CENPE/RACGAP1/MAD2L1",33
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","13/329","57/17913",2.53061121001178e-11,2.57037795759768e-09,2.28516094979259e-09,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/TACC3/XRCC3/NDC80/PLK1/CENPE/MAD2L1",13
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","12/329","46/17913",2.68336414953347e-11,2.631547462508e-09,2.33954289915768e-09,"CENPF/CDC20/DLGAP5/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/CENPE/MAD2L1",12
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","31/329","428/17913",8.17382091726223e-11,6.91636975697752e-09,6.14890819315272e-09,"CENPF/AURKA/CNOT11/CDC20/TPX2/DLGAP5/CDCA5/TTK/AURKB/NEK2/UBE2C/CDT1/EZH2/ANLN/KNTC1/KIF14/HMMR/MTA3/CCNB1/CDC25C/BLM/XRCC3/NDC80/PLK1/PLK4/DONSON/CCNE1/CENPE/TICRR/MAD2L1/GTSE1",31
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint","10/329","30/17913",8.26851518063417e-11,6.91636975697752e-09,6.14890819315272e-09,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0031577","GO:0031577","spindle checkpoint","10/329","30/17913",8.26851518063417e-11,6.91636975697752e-09,6.14890819315272e-09,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0071173","GO:0071173","spindle assembly checkpoint","10/329","30/17913",8.26851518063417e-11,6.91636975697752e-09,6.14890819315272e-09,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0071174","GO:0071174","mitotic spindle checkpoint","10/329","30/17913",8.26851518063417e-11,6.91636975697752e-09,6.14890819315272e-09,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","32/329","464/17913",1.40162512300069e-10,1.13892052851827e-08,1.01254241968351e-08,"CENPF/AURKA/CNOT11/CDC20/TPX2/DLGAP5/CDCA5/TTK/AURKB/NEK2/UBE2C/CDT1/EZH2/ANLN/KNTC1/KIF14/HMMR/MTA3/CCNB1/CDC25C/CHEK1/BLM/XRCC3/NDC80/PLK1/PLK4/DONSON/CCNE1/CENPE/TICRR/MAD2L1/GTSE1",32
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","10/329","32/17913",1.71845640589046e-10,1.32088919414932e-08,1.17431928504947e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","10/329","32/17913",1.71845640589046e-10,1.32088919414932e-08,1.17431928504947e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","10/329","33/17913",2.4257513008447e-10,1.76893248707752e-08,1.57264632243697e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:1905819","GO:1905819","negative regulation of chromosome separation","10/329","33/17913",2.4257513008447e-10,1.76893248707752e-08,1.57264632243697e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","11/329","45/17913",3.95000018666921e-10,2.80845013272181e-08,2.49681590746827e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/CHEK1/XRCC3/NDC80/PLK1/MAD2L1",11
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","23/329","257/17913",4.25091892045799e-10,2.94868619750793e-08,2.62149094915022e-08,"CENPF/AURKA/TPX2/AURKB/NEK2/CCNB2/MELK/FOXM1/PKMYT1/KIF14/HMMR/MTA3/CCNB1/CCNA2/PPME1/CDC25C/CHEK1/BLM/PLK1/PLK4/DONSON/TICRR/GTSE1",23
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","10/329","35/17913",4.65679694537431e-10,3.15331678872489e-08,2.80341510345591e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","10/329","37/17913",8.55268426744665e-10,5.65670559456239e-08,5.02902022286582e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","10/329","38/17913",1.1419656488413e-09,7.38125069387423e-08,6.56220451798279e-08,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/MAD2L1",10
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","9/329","29/17913",1.54574814706909e-09,9.76912828947667e-08,8.68511590470167e-08,"AURKB/NEK2/CDT1/ECT2/KIF2C/CCNB1/NDC80/CENPE/RACGAP1",9
"GO:0051784","GO:0051784","negative regulation of nuclear division","11/329","52/17913",2.09599159405995e-09,1.29299620864039e-07,1.14952139061152e-07,"CENPF/CDC20/TTK/AURKB/CDT1/CCNB1/CHEK1/XRCC3/NDC80/PLK1/MAD2L1",11
"GO:0006261","GO:0006261","DNA-dependent DNA replication","16/329","130/17913",2.1368080803832e-09,1.29299620864039e-07,1.14952139061152e-07,"MCM2/MCM4/CDT1/GINS2/MCM6/CHTF18/FEN1/BLM/TONSL/CENPX/POLE2/CCNE2/DNA2/DONSON/CCNE1/TICRR",16
"GO:0007080","GO:0007080","mitotic metaphase plate congression","10/329","41/17913",2.57905007955322e-09,1.52808717213528e-07,1.35852594102782e-07,"CDCA8/CDCA5/CDT1/KIF2C/KIFC1/KIF14/CHMP4B/CCNB1/NDC80/CENPE",10
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","21/329","238/17913",3.21845498596149e-09,1.86801754695398e-07,1.66073660070451e-07,"CENPF/AURKA/TPX2/AURKB/NEK2/CCNB2/MELK/FOXM1/PKMYT1/KIF14/HMMR/MTA3/CCNB1/CCNA2/PPME1/CDC25C/BLM/PLK1/PLK4/DONSON/TICRR",21
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","23/329","288/17913",3.90132194095043e-09,2.20437157083736e-07,1.95976775229526e-07,"AURKA/CNOT11/MCM2/MCM4/CDT1/EZH2/KIF14/MCM10/PPAT/CDC45/CCNB1/CCNA2/MCM6/ORC6/CDC25C/CDKN3/RRM2/POLE2/MCM8/ORC1/CCNE2/CCNE1/GTSE1",23
"GO:0051310","GO:0051310","metaphase plate congression","11/329","55/17913",3.95298699411763e-09,2.20437157083736e-07,1.95976775229526e-07,"CENPF/CDCA8/CDCA5/CDT1/KIF2C/KIFC1/KIF14/CHMP4B/CCNB1/NDC80/CENPE",11
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","22/329","269/17913",5.54242579194668e-09,3.0312805677493e-07,2.69492039519351e-07,"AURKA/CNOT11/MCM2/MCM4/CDT1/EZH2/KIF14/MCM10/PPAT/CDC45/CCNB1/MCM6/ORC6/CDC25C/CDKN3/RRM2/POLE2/MCM8/ORC1/CCNE2/CCNE1/GTSE1",22
"GO:0050000","GO:0050000","chromosome localization","12/329","72/17913",6.90958865632727e-09,3.63905002566569e-07,3.23524989327448e-07,"CENPF/CDCA8/DLGAP5/CDCA5/CDT1/KIF2C/KIFC1/KIF14/CHMP4B/CCNB1/NDC80/CENPE",12
"GO:0051303","GO:0051303","establishment of chromosome localization","12/329","72/17913",6.90958865632727e-09,3.63905002566569e-07,3.23524989327448e-07,"CENPF/CDCA8/DLGAP5/CDCA5/CDT1/KIF2C/KIFC1/KIF14/CHMP4B/CCNB1/NDC80/CENPE",12
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","14/329","108/17913",1.11391159674354e-08,5.75993560207025e-07,5.12079551268515e-07,"PARP1/TIMELESS/POLQ/NABP2/FEN1/CHEK1/BLM/RAD54L/AUNIP/TONSL/XRCC3/MCM8/UBQLN4/PARPBP",14
"GO:0000725","GO:0000725","recombinational repair","14/329","109/17913",1.25713318956855e-08,6.38444069845169e-07,5.67600361154821e-07,"PARP1/TIMELESS/POLQ/NABP2/FEN1/CHEK1/BLM/RAD54L/AUNIP/TONSL/XRCC3/MCM8/UBQLN4/PARPBP",14
"GO:0006302","GO:0006302","double-strand break repair","19/329","211/17913",1.31677982584307e-08,6.57003828894331e-07,5.84100672516169e-07,"PARP1/TIMELESS/CDCA5/FOXM1/POLQ/NABP2/SPIRE2/FEN1/CHEK1/BLM/RAD54L/AUNIP/TONSL/BARD1/XRCC3/MCM8/UBQLN4/DNA2/PARPBP",19
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","23/329","308/17913",1.39210258871048e-08,6.76058421903746e-07,6.01040909546524e-07,"CENPF/AURKA/CNOT11/CDC20/TTK/AURKB/CDT1/EZH2/KNTC1/CCNB1/ZWINT/BUB1/NABP2/CDC25C/CHEK1/BLM/XRCC3/NDC80/PLK1/DONSON/TICRR/MAD2L1/GTSE1",23
"GO:0090068","GO:0090068","positive regulation of cell cycle process","22/329","283/17913",1.40251219733899e-08,6.76058421903746e-07,6.01040909546524e-07,"AURKA/CNOT11/DLGAP5/CDCA5/AURKB/UBE2C/CDT1/EZH2/ECT2/KIF14/MTA3/CCNB1/POC1A/CDC25C/FEN1/XRCC3/NDC80/PLK4/CCNE1/RACGAP1/MAD2L1/GTSE1",22
"GO:0000723","GO:0000723","telomere maintenance","16/329","154/17913",2.52209705427929e-08,1.19547400372839e-06,1.06282054813664e-06,"RECQL4/PARP1/AURKB/NEK2/EXO1/NABP2/FEN1/BLM/DKC1/XRCC3/POLE2/CCT3/CCNE2/DNA2/CCNE1/NAT10",16
"GO:0051052","GO:0051052","regulation of DNA metabolic process","26/329","403/17913",3.16137816467601e-08,1.42731076112449e-06,1.26893198912615e-06,"PARP1/TIMELESS/AURKB/NEK2/CDT1/FOXM1/POLQ/CCNA2/NABP2/SPIRE2/CHTF18/CHEK1/BLM/DKC1/AUNIP/SETDB1/CCT3/MORC2/NVL/CBX8/UBQLN4/DNA2/DONSON/PARPBP/TICRR/NAT10",26
"GO:0034502","GO:0034502","protein localization to chromosome","12/329","82/17913",3.16176434426311e-08,1.42731076112449e-06,1.26893198912615e-06,"CDCA5/TTK/AURKB/CDT1/EZH2/NABP2/DKC1/CENPA/MCM8/CCT3/NDC80/PLK1",12
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","12/329","82/17913",3.16176434426311e-08,1.42731076112449e-06,1.26893198912615e-06,"AURKB/KIF20A/KIF4A/ECT2/ANLN/CEP55/CHMP4B/SPIRE2/CENPA/PLK1/JTB/RACGAP1",12
"GO:0046605","GO:0046605","regulation of centrosome cycle","10/329","54/17913",4.45540963154375e-08,1.97987265501725e-06,1.76017992351449e-06,"CCNF/AURKA/STIL/NEK2/KIF11/CHMP4B/POC1A/CHEK1/XRCC3/PLK4",10
"GO:0006270","GO:0006270","DNA replication initiation","8/329","30/17913",4.89547427123406e-08,2.14195828113687e-06,1.90428003230838e-06,"MCM2/MCM4/CDT1/MCM6/POLE2/CCNE2/CCNE1/TICRR",8
"GO:0032392","GO:0032392","DNA geometric change","12/329","86/17913",5.46439888176421e-08,2.35465915450567e-06,2.09337896554986e-06,"RECQL4/TOP2A/HMGB3/PARP1/MCM2/MCM4/CDC45/GINS2/MCM6/BLM/RAD54L/DNA2",12
"GO:2001251","GO:2001251","negative regulation of chromosome organization","14/329","125/17913",7.37518160056354e-08,3.13059947343324e-06,2.78321857102178e-06,"TOP2A/CENPF/PARP1/MCM2/CDC20/TTK/AURKB/CDT1/CCNB1/XRCC3/NDC80/PLK1/NAT10/MAD2L1",14
"GO:0032200","GO:0032200","telomere organization","16/329","167/17913",7.93518029000427e-08,3.31877246246649e-06,2.9505113090697e-06,"RECQL4/PARP1/AURKB/NEK2/EXO1/NABP2/FEN1/BLM/DKC1/XRCC3/POLE2/CCT3/CCNE2/DNA2/CCNE1/NAT10",16
"GO:0051225","GO:0051225","spindle assembly","12/329","90/17913",9.16658882340604e-08,3.77822878460388e-06,3.35898495100249e-06,"AURKA/ASPM/CDC20/TPX2/AURKB/NEK2/KIF4A/KIF11/KIFC1/CHMP4B/PLK1/RACGAP1",12
"GO:0010948","GO:0010948","negative regulation of cell cycle process","23/329","344/17913",1.06471972785165e-07,4.32580415144298e-06,3.8457996786461e-06,"CENPF/CCNF/AURKA/CNOT11/CDC20/TTK/AURKB/NEK2/CDT1/EZH2/CCNB1/CDC25C/CHEK1/RRM2/BLM/XRCC3/NDC80/PLK1/DONSON/SUZ12/TICRR/MAD2L1/GTSE1",23
"GO:0045787","GO:0045787","positive regulation of cell cycle","24/329","373/17913",1.14523572248953e-07,4.55159428488722e-06,4.04653544759017e-06,"AURKA/CNOT11/DLGAP5/CDCA5/AURKB/UBE2C/CDT1/EZH2/ECT2/KIF14/MTA3/CCNB1/POC1A/CDC25C/FEN1/CHEK1/XRCC3/NDC80/CKS1B/PLK4/CCNE1/RACGAP1/MAD2L1/GTSE1",24
"GO:0006323","GO:0006323","DNA packaging","17/329","194/17913",1.15230235060436e-07,4.55159428488722e-06,4.04653544759017e-06,"TOP2A/HJURP/MCM2/CDCA5/SRPK1/NCAPG/CHAF1B/IPO4/ASF1B/CCNB1/CENPM/CENPL/HELLS/CENPX/CENPA/OIP5/NCAPD3",17
"GO:0007098","GO:0007098","centrosome cycle","13/329","112/17913",1.41867152445815e-07,5.52698878843698e-06,4.91369719069717e-06,"PCLAF/CCNF/AURKA/STIL/NEK2/KIF11/CHMP4B/WDR62/POC1A/CHEK1/XRCC3/PLK1/PLK4",13
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","19/329","254/17913",2.52859975548455e-07,9.71802392513253e-06,8.63968223708948e-06,"CENPF/AURKA/CNOT11/CDC20/TTK/AURKB/CDT1/EZH2/CCNB1/CDC25C/CHEK1/BLM/XRCC3/NDC80/PLK1/DONSON/TICRR/MAD2L1/GTSE1",19
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","18/329","235/17913",3.70525874216781e-07,1.40503411503003e-05,1.24912722788591e-05,"CENPF/AURKA/CNOT11/CDC20/TTK/AURKB/CDT1/EZH2/CCNB1/CDC25C/BLM/XRCC3/NDC80/PLK1/DONSON/TICRR/MAD2L1/GTSE1",18
"GO:0031023","GO:0031023","microtubule organizing center organization","13/329","122/17913",3.89032929535663e-07,1.44642874138924e-05,1.28592857976792e-05,"PCLAF/CCNF/AURKA/STIL/NEK2/KIF11/CHMP4B/WDR62/POC1A/CHEK1/XRCC3/PLK1/PLK4",13
"GO:0090307","GO:0090307","mitotic spindle assembly","9/329","52/17913",3.91613970066708e-07,1.44642874138924e-05,1.28592857976792e-05,"CDC20/TPX2/AURKB/KIF4A/KIF11/KIFC1/CHMP4B/PLK1/RACGAP1",9
"GO:0000281","GO:0000281","mitotic cytokinesis","10/329","69/17913",4.96119452735209e-07,1.80892785074222e-05,1.60820367809713e-05,"KIF20A/KIF4A/ECT2/ANLN/CEP55/CHMP4B/CENPA/PLK1/JTB/RACGAP1",10
"GO:0034508","GO:0034508","centromere complex assembly","9/329","54/17913",5.48092437544221e-07,1.9731327751592e-05,1.75418792136072e-05,"CENPF/HJURP/CENPM/CENPL/HELLS/CENPX/CENPA/OIP5/CENPE",9
"GO:0000910","GO:0000910","cytokinesis","14/329","147/17913",5.57945388328153e-07,1.98349585550659e-05,1.76340108258451e-05,"PRC1/AURKB/KIF20A/KIF4A/ECT2/ANLN/KIF14/CEP55/CHMP4B/SPIRE2/CENPA/PLK1/JTB/RACGAP1",14
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","16/329","202/17913",1.06523620303873e-06,3.74016266844711e-05,3.32514276764008e-05,"CENPF/AURKA/TPX2/AURKB/NEK2/KIF14/HMMR/MTA3/CCNB1/CHEK1/BLM/PLK1/PLK4/DONSON/TICRR/GTSE1",16
"GO:0051383","GO:0051383","kinetochore organization","6/329","20/17913",1.1440323915394e-06,3.96783917260738e-05,3.52755558983009e-05,"CENPF/CDT1/CENPX/CENPA/NDC80/CENPE",6
